"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"49",-0.05836,0.00945,0.00131,-0.03951,0.0061,-0.05601,-0.04104,-0.05344,0.01214,0.02715,-0.06359,-0.0481
"50",-0.000319999999999998,-0.03839,0.00682999999999999,-0.01852,0.00274,-0.07178,-0.01337,-0.04111,0.0031,-0.00945,-0.06795,-0.05345
"51",0.07806,0.08419,0.08148,0.04208,0.03671,0.10015,0.08274,0.03975,0.05089,0.02778,0.10187,0.07303
"52",-0.01699,-0.00679,-0.03982,-0.01047,-0.00474,-0.01664,0.02174,0.00956,-0.02286,-0.00265,-0.00762,-0.00852
"53",-0.04181,-0.00836,-0.02944,-0.01453,-0.03019,-0.00597,-0.00452,0.01512,-0.02062,-0.02726,0.02821,-0.0099
"54",0.0329,0.0351,0.05554,-0.00191,0.0656,-0.01098,-0.04292,0.01715,0.07203,0.04298,-0.01801,-0.00835
"55",-0.00316,0.00471,0.01208,0.00253,-0.01913,0.01395,0.03177,0.01729,0.00607000000000001,0.01969,0.00551,0.01819
"56",0.07314,0.09802,0.04877,0.0311,0.10014,0.02474,0.07517,0.04596,0.09369,0.09041,0.04244,0.03667
"57",-0.05696,-0.01369,-0.0461,-0.04914,-0.03172,-0.02082,0.00835,-0.01642,-0.02086,-0.02754,0.01141,-0.05083
"58",-0.0093,-0.02067,0.01109,0.00938,0.00757,0.03604,0.00833,0.02542,-0.01465,0.000130000000000002,0.00457,0.00867
"59",-0.10159,-0.01764,-0.05303,-0.02592,-0.00116,-0.00936,-0.0334,-0.02989,-0.02139,-0.01787,-0.04728,-0.06849
"60",0.02325,0.09816,0.06184,0.07167,0.10028,0.09976,0.06868,0.06402,0.082,0.08276,0.04858,0.04592
"61",0.09288,0.04075,-0.01254,0.0301,0.00884,0.04621,0.03489,0.02348,-0.01353,0.03188,0.02082,0.02042
"62",-0.1203,-0.01444,0.000530000000000001,-0.06571,-0.00905,-0.02351,-0.01105,-0.03753,-0.01816,0.0063,-0.01081,-0.0416
"63",-0.09609,-0.02461,-0.02561,-0.04513,-0.0365,-0.02806,-0.03291,-0.07648,-0.0578,-0.03075,-0.0355,-0.05843
"64",0.10286,0.07254,0.06736,0.05614,0.09279,0.06526,0.0494,0.06477,0.07259,0.06898,0.0419,0.07206
"65",0.02291,0.02603,0.02803,0.03168,0.00218,0.02558,0.01533,0.02601,0.01383,0.01162,0.01773,0.02612
"66",-0.00972,-0.00689,-0.03573,-0.01191,0.00031,-0.0175,0.0094,-0.01475,-0.02578,-0.00869,-0.00814,-0.01355
"67",0.018,-0.03227,-0.03796,-0.01759,-0.04315,-0.03437,0.00932,-0.00497,-0.03096,-0.03757,0.00135,0.00217
"68",-0.06473,-0.00578,-0.02062,-0.0352,-0.01877,-0.01898,-0.03987,-0.02212,0.00209,-0.01807,-0.0415,-0.03554
"69",-0.14136,-0.10055,-0.09044,-0.109,-0.07346,-0.05685,-0.11046,-0.10715,-0.09036,-0.10847,-0.11212,-0.12522
"70",0.08118,0.05573,0.02764,0.05324,0.08426,0.05213,-0.01207,0.03578,0.04797,0.0483,0.00857,0.03893
"71",0.10672,0.03243,0.02572,0.08787,0.05873,0.03692,0.05554,0.07484,0.05199,0.04888,0.07867,0.08498
"72",0.02669,0.02599,0.02559,0.03305,0.06546,0.0558,0.03737,0.03565,0.01991,0.05007,0.02834,0.03866
"73",0.0177,0.01836,-0.01388,-0.00862,-0.01607,0.000429999999999998,0.00653,-0.01742,0.00865,-0.02143,0.00058,0.02098
"74",-0.01889,-0.01567,0.02131,0.01116,0.00585,0.03454,0.01686,0.02018,0.00968,0.01,0.00787,0.02529
"75",0.04698,0.06096,0.06811,0.05481,0.06569,0.03621,0.05792,0.05157,0.06804,0.04896,0.03711,0.03631
"76",-0.02294,-0.01043,-0.02943,-0.00787,-0.06225,0.000460000000000001,-0.00852,-0.01969,0.00314,-0.03109,0.01915,-0.01164
"77",-0.01378,-0.01083,-0.01783,-0.00371,-0.00724,0.02308,-0.01253,-0.01089,0.01353,0.00243,-0.00513,-0.00583
"78",-0.07117,-0.05372,-0.04634,-0.05579,-0.06146,-0.06249,-0.02215,-0.05846,-0.04509,-0.05994,-0.04321,-0.04177
"79",-0.08561,-0.09304,-0.12222,-0.10214,-0.10254,-0.11242,-0.11055,-0.10601,-0.10636,-0.09029,-0.11232,-0.11621
"80",-0.00148,-0.01028,-0.00215,0.01389,0.04373,0.02538,0.00123,0.003,0.01127,0.000180000000000001,0.01888,-0.00981
"81",-0.1136,-0.0698,-0.06658,-0.07624,-0.11547,-0.08371,-0.07738,-0.0784,-0.07341,-0.08401,-0.0932,-0.10938
"82",0.10991,0.01903,0.01001,0.04178,0.06492,0.03822,0.00906,0.0532,0.01064,0.04841,0.06097,0.06358
"83",0.08417,0.09591,0.08869,0.05862,0.08901,0.06863,0.05989,0.052,0.03379,0.06389,0.04786,0.07646
"84",-0.09652,-0.04336,-0.02801,-0.02701,-0.02555,-0.0295,-0.02605,-0.03458,0.02533,-0.03007,-0.03274,-0.05229
"85",-0.03468,-0.04466,-0.0474,-0.04579,-0.04042,-0.0453,-0.03701,-0.03954,-0.05413,-0.03626,-0.03886,-0.04272
"86",-0.0131,-0.0069,-0.0058,-0.02192,0.01223,-0.03462,-0.03566,-0.02373,-0.01618,-0.00303,-0.02803,-0.0214
"87",0.00944,0.00278,0.0029,0.0035,-0.002,-0.01414,-0.00197,0.01944,0.00356,-0.00286,-0.01508,0.00695
"88",0.09521,0.06452,0.0693,0.06968,0.06274,0.09396,0.08917,0.07253,0.04039,0.08727,0.07652,0.08463
"89",0.06845,0.11043,0.07014,0.0547,0.10523,0.06865,0.07056,0.05267,0.12152,0.06649,0.07316,0.0406
"90",0.01661,0.00779,0.01294,0.013,0.02934,0.01211,0.0202,0.00434,0.0165,0.01988,0.01212,0.00586
"91",0.04475,0.02295,0.04488,0.0262,0.00078,0.01488,0.03876,0.03525,0.03894,0.00874,0.00982,0.04935
"92",0.06337,0.06467,0.02792,0.02588,0.04482,0.05322,0.04263,0.019,0.04032,0.03546,0.03755,0.03472
"93",-0.02772,-0.0285,-0.02308,-0.02702,-0.01907,-0.01844,-0.0154,-0.01202,-0.01076,-0.02235,-0.01064,-0.02924
"94",0.08327,0.07967,0.05648,0.05619,0.07217,0.10311,0.07612,0.06363,0.1008,0.0573,0.07033,0.07624
"95",0.024,0.03301,0.01638,0.02776,0.03392,0.02558,0.03876,0.01404,0.05441,0.02858,0.02996,0.01414
"96",0.02254,0.06452,0.09668,0.0501,0.0701,0.07788,0.06162,0.05697,0.06906,0.07721,0.04927,0.0415
"97",0.01824,0.00999,-0.02115,0.01267,0.00973,0.00259,0.01361,0.00528,-0.01227,0.03223,0.01762,0.00331
"98",0.00652,0.02444,0.03056,0.03601,0.0243,0.03538,0.02148,0.04038,0.02529,0.02546,0.01583,0.03534
"99",0.00024,-0.00507,0.0105,0.00236,-0.00615,-0.00253,-0.00431,-0.00848,0.00635,-0.00239,-0.0138,-0.00212
"100",-0.03449,0.01039,-0.01869,0.01187,-0.03563,-0.00259,-0.01133,-0.01738,-0.03816,-0.00785,-0.00284,-0.00632
"101",0.03137,0.02683,0.02322,0.00762,0.02642,0.01501,0.0089,0.00691,0.03686,0.01548,-0.00793,0.00784
"102",0.03038,0.04896,0.05662,0.03431,0.04269,0.05024,0.03128,0.03005,0.0516,0.05093,0.04096,0.02811
"103",-0.05224,-0.03329,-0.04069,-0.06523,-0.04733,-0.04238,-0.04964,-0.03423,-0.03617,-0.05139,-0.03622,-0.04381
"104",-0.01692,-0.00568,0.01358,0.01799,-0.00189,0.00061,0.00898,0.02232,0.00703,-0.00484,0.0127,0.00461
"105",0.03578,0.04465,0.02489,-4e-04,0.03704,0.02546,0.04174,0.00959,0.03611,0.02731,0.01774,0.02656
"106",0.02429,0.00451,0.00192,0.01419,0.02587,-4.00000000000005e-05,-0.00422,0.01272,0.00251,-0.00517,0.00117,0.01595
"107",0.05599,0.08659,0.08232,0.06267,0.08551,0.08006,0.08117,0.05767,0.07284,0.07865,0.06921,0.0634
"108",0.03837,0.01327,0.02468,0.04327,0.02496,0.02423,0.03968,0.03431,-0.000849999999999999,0.04227,0.04021,0.03983
"109",-0.04069,-0.00495,-0.00692,-0.0144,-0.02756,-0.01271,-0.01613,-0.01158,-0.014,-0.01312,-0.00524,-0.03066
"110",0.012,0.04326,0.06357,0.01855,0.03677,0.04063,0.03087,0.02286,0.05123,0.03092,0.02761,0.02575
"111",-0.01941,-0.00867,-0.03419,-0.02072,-0.02201,-0.02209,-0.0312,-0.01713,-0.01961,-0.01335,-0.01748,-0.02242
"112",-0.05829,-0.0487,-0.02818,-0.02868,-0.04145,-0.04899,-0.0437,-0.0361,-0.04316,-0.02028,-0.03212,-0.05355
"113",0.05576,0.03977,0.04381,0.03253,0.0466,0.05899,0.04511,0.023,0.04027,0.04385,0.03011,0.0429
"114",0.01075,0.01927,0.01022,-0.005,-0.00594,0.02495,0.02594,0.00238,0.01383,0.00739,0.00341,-0.00645
"115",0.04871,0.05024,0.07729,0.04478,0.05435,0.06076,0.05045,0.05985,0.05503,0.04424,0.04346,0.05497
"116",-0.01098,0.01032,0.01084,-0.01261,0.00677,-0.01852,-0.00778,-0.01934,0.00843,-0.00461,-0.00639,-0.02163
"117",0.00422,0.02204,0.04122,0.00463,0.02708,0.00598,0.00947,0.0139,0.02114,-0.00788,0.02217,-0.0011
"118",-0.01259,-0.04481,-0.04076,-0.02078,-0.02609,-0.02254,-0.02462,-0.02282,-0.04106,-0.03002,-0.02206,-0.00957
"119",0.05447,0.03852,0.04536,0.03562,0.04604,0.0404,0.0442,0.03973,0.04836,0.04648,0.02512,0.054
"120",-0.00732,0.00422,0.000539999999999999,0.00631,0.01655,0.00363,-0.00103,0.01319,0.02082,0.00254,0.00736,0.00459
"121",0.04264,0.06087,0.09453,0.02991,0.04394,0.05156,0.05826,0.05033,0.0913,0.05482,0.00528,0.02312
"122",0.01322,-0.01051,-0.01704,0.0128,-0.02274,-0.00148,0.00338,0.01223,-0.01712,-0.000849999999999999,0.01478,0.00979
"123",0.03032,0.04419,0.02345,0.02139,0.02609,0.04041,0.03924,0.02236,0.04268,0.03575,0.01042,0.0185
"124",8.00000000000003e-05,0.02658,0.04179,0.01695,0.03297,0.02821,0.01509,0.02369,0.04046,0.03631,0.02511,0.01753
"125",-0.03798,-0.02175,-0.0293,-0.02156,-0.03865,-0.02594,-0.03249,-0.02702,-0.02347,-0.038,-0.00545,-0.01027
"126",0.00209,-0.00221,-0.00543,-0.01137,-0.00899,0.00217,0.000669999999999999,-0.00675,-0.01132,-0.01317,0.00595,-0.00139
"127",-0.02976,-0.02207,-0.01001,-0.01854,-0.02296,-0.02352,-0.03152,-0.01732,-0.00333,-0.02343,-0.00654,-0.03132
"128",0.03331,8e-04,-0.00297,0.02789,0.03988,0.00909,0.00895,0.01897,0.00262,0.00406,0.02644,0.02019
"129",0.04677,0.00884,-0.02323,0.0177,-0.01344,0.01759,0.00424,0.01915,-0.01439,0.00304,0.01878,0.02066
"130",0.04437,0.05642,0.07021,0.03952,0.05368,0.05436,0.06732,0.04038,0.0408,0.07399,0.04028,0.03739
"131",0.04041,0.04477,0.02662,0.02414,0.03629,0.03704,0.02714,0.02863,0.03955,0.03876,0.02805,0.01928
"132",0.01155,-0.00235,-0.01248,0.00782,-0.00588,0.000730000000000002,0.00108,0.00443,-0.00375,0.01241,0.00737,0.00439
"133",0.03348,0.03806,0.02534,0.03098,0.01787,0.03104,0.03172,0.03047,0.02632,0.03879,0.02132,0.0311
"134",-0.01045,0.00515,0.00406,0.00027,-0.00928,0.007,0.003,0.01138,0.01226,0.00149,-0.00332,0.005
"135",-0.00413,0.02253,0.0219,0.01098,0.01315,0.02227,0.00859,0.0157,0.01537,0.01107,0.02262,0.00579
"136",0.04424,0.04592,0.05384,0.0439,0.05087,0.05538,0.0454,0.04567,0.04363,0.06028,0.0399,0.04254
"137",0.04713,0.05725,0.04923,0.033,0.03551,0.06543,0.05051,0.03298,0.05444,0.04702,0.0386,0.04167
"138",-0.00622,-0.00361,-0.02302,-0.01476,-0.01231,-0.0161,-0.00781,-0.01681,-0.01936,-0.00911,-0.01636,-0.01011
"139",-0.01893,-0.04046,-0.02755,-0.0336,-0.0238,-0.0373,-0.02928,-0.03135,-0.02469,-0.02872,-0.03367,-0.02632
"140",0.01158,-0.00116,0.00303,0.00818,0.01576,-0.00382,-0.01237,0.00759,0.000489999999999999,-0.00247,0.01038,0.00614
"141",0.04704,0.06033,0.06602,0.03076,0.05422,0.0611,0.04456,0.04026,0.07168,0.05187,0.03451,0.01355
"142",0.02949,0.04553,0.05464,0.00805,0.06103,0.05241,0.02098,0.0196,0.05521,0.04311,0.01771,0.00966
"143",-0.0631,-0.06183,-0.04981,-0.03699,-0.02908,-0.06082,-0.06163,-0.0203,-0.04636,-0.04379,-0.02056,-0.03332
"144",-0.00537,0.00865,-0.00242,-0.00187,0.01017,-0.00548,-0.02017,-0.00359,0.00201,0.00481,0.00778,-0.00686
"145",-0.07424,-0.06233,-0.07337,-0.0584,-0.04827,-0.06503,-0.04195,-0.06516,-0.02851,-0.04464,-0.05172,-0.0462
"146",-0.04776,0.016,0.02991,-0.00685,-0.01519,-0.00893,-0.03764,-0.01452,-0.00427,-0.00409,-0.02535,-0.01272
"147",-0.01435,-0.02155,-0.02747,0.0103,-0.00921,-0.03004,0.0033,-0.00317,-0.0317,-0.02445,-0.00548,0.0081
"148",0.06157,0.08249,0.08656,0.03289,0.02033,0.07475,0.05132,0.03953,0.05447,0.0619,0.03053,0.0426
"149",0.03357,0.03838,0.05444,0.03861,0.05406,0.02226,0.03001,0.02476,0.06441,0.03153,0.02223,0.03154
"150",-0.11875,-0.046,-0.03414,-0.08009,-0.05893,-0.09156,-0.08589,-0.07917,-0.04909,-0.06499,-0.09008,-0.07998
"151",-0.01329,-0.04055,-0.03894,0.00795,-0.02896,-0.03993,0.01155,0.01009,-0.05059,-0.00219,0.02896,0.01267
"152",0.03634,0.00309,0.00116,0.02253,0.00184,0.01836,0.0252,0.00998,0.00442,0.01814,0.01918,0.01341
"153",-0.10177,-0.16073,-0.14926,-0.09349,-0.15435,-0.12945,-0.12384,-0.10289,-0.1496,-0.13727,-0.09992,-0.09424
"154",-0.22054,-0.24633,-0.20573,-0.20481,-0.22023,-0.21465,-0.25133,-0.17752,-0.25137,-0.2118,-0.16547,-0.17932
"155",-0.12143,-0.11221,-0.09258,-0.07573,-0.10368,-0.08158,-0.12211,-0.10082,-0.0863,-0.10874,-0.07922,-0.09383
"156",0.04166,0.02315,0.01944,0.01745,0.05694,0.03294,0.0544,0.02623,0.06055,0.04983,0.03513,0.0117
"157",-0.09654,-0.07606,-0.07464,-0.06933,-0.0835,-0.07211,-0.12475,-0.11723,-0.05778,-0.06703,-0.06125,-0.08984
"158",-0.10317,-0.10395,-0.08565,-0.13715,-0.06229,-0.10997,-0.11929,-0.11756,-0.08809,-0.12261,-0.12472,-0.09891
"159",0.12758,0.09066,0.09099,0.06893,0.0701,0.10153,0.09208,0.08174,0.09987,0.07031,0.05106,0.07232
"160",0.19273,0.2226,0.20252,0.205,0.09626,0.17947,0.19818,0.165,0.15104,0.14919,0.18133,0.1765
"161",0.03556,0.07017,0.1023,0.04465,0.11134,0.06489,0.03994,0.04266,0.07687,0.08301,0.05285,0.05247
"162",-0.01075,-0.03077,-0.00879,-0.000860000000000001,-0.01674,-0.02311,-0.00545,0.00679,-0.02228,0.00249,0.02208,0.00231
"163",0.11264,0.08646,0.09375,0.1031,0.08665,0.11296,0.1348,0.09689,0.07751,0.09391,0.10473,0.11064
"164",0.03636,0.02587,0.04116,0.02565,0.02782,0.0705,0.05052,0.02378,0.02955,0.07127,0.04132,0.0359
"165",0.04757,0.07891,0.06131,0.05925,0.06597,0.05267,0.02098,0.05426,0.06283,0.07095,0.02668,0.03401
"166",-0.03468,-0.04645,-0.03878,-0.02982,-0.03737,-0.04231,-0.05073,-0.04077,-0.03334,-0.07225,-0.01557,-0.02268
"167",0.064,0.06355,0.06773,0.05952,0.08121,0.0822,0.06149,0.06006,0.07857,0.0438,0.06138,0.06641
"168",0.02031,0.0417,0.02263,0.03105,0.02573,0.02218,0.0472,0.04921,0.03716,0.04598,0.03297,0.04214
"169",-0.05839,-0.02886,-0.05753,-0.0308,-0.05067,-0.00703,-0.03997,-0.04859,-0.05166,-0.01988,-0.02481,-0.03164
"170",0.06535,0.02596,0.0655,0.05228,0.06042,0.03901,0.04018,0.04711,0.06605,0.04886,0.0449,0.04348
"171",0.07247,0.06393,0.05361,0.07009,0.06218,0.08071,0.06687,0.07889,0.0711,0.0865,0.06353,0.06672
"172",0.04911,0.00978,0.00896,0.02467,0.0352,0.05887,0.01726,0.03273,0.06115,0.05243,0.00409,0.03857
"173",-0.07187,-0.09525,-0.08943,-0.06621,-0.08349,-0.0865,-0.09143,-0.07815,-0.07966,-0.08616,-0.06299,-0.07181
"174",-0.06456,-0.0676,-0.05579,-0.06191,-0.03504,-0.06019,-0.09118,-0.06269,-0.07237,-0.08846,-0.03028,-0.05769
"175",0.06526,0.07523,0.09446,0.0747,0.05891,0.07867,0.09043,0.07926,0.0609,0.08111,0.07468,0.07857
"176",-0.05973,-0.06636,-0.02379,-0.04722,-0.03589,-0.05175,-0.08511,-0.03268,-0.05304,-0.07305,-0.01687,-0.05086
"177",0.09986,0.08975,0.10292,0.09406,0.10495,0.1036,0.12017,0.0995,0.10016,0.12123,0.09031,0.09343
"178",0.04535,0.04744,0.0565,0.03461,0.03593,0.024,0.03008,0.04083,0.04363,0.03543,0.04382,0.04022
"179",0.02015,0.0246,0.02649,0.00815,0.00769,0.02535,0.02426,0.01019,0.02187,0.01312,0.00278,0.00691
"180",0.06799,0.10056,0.0883,0.07553,0.08186,0.07767,0.10134,0.07127,0.08732,0.09059,0.04858,0.06231
"181",0.000110000000000001,0.01746,0.00969,0.02748,0.01698,0.01947,0.01285,0.01573,-0.00687,0.0078,0.0152,0.03354
"182",0.04359,0.02643,0.03487,0.04182,0.031,0.01816,0.04841,0.03759,0.03304,0.04936,0.04077,0.02778
"183",-0.00402,0.00575,0.02418,0.01009,0.00418,0.01643,0.02487,0.02104,0.01034,0.03657,0.0228,0.02231
"184",0.02527,0.00711,0.02615,0.02953,0.02468,0.01818,0.01384,0.02684,0.02026,0.02125,0.04281,0.02576
"185",-0.01144,-0.0247,-0.01712,-0.01624,-0.02046,-0.02427,-0.0139,-0.01592,-0.00868,-0.00631,0.00269,-0.00989
"186",-0.02505,-0.02531,-0.01385,-0.00987,-0.0388,-0.02548,-0.01122,-0.00618,-0.01433,-0.02405,-0.00787,-0.0048
"187",-0.0208,-0.02982,-0.02399,-0.04767,-0.01826,-0.03279,-0.03735,-0.04729,-0.03155,-0.03547,-0.02624,-0.0478
"188",-0.06969,-0.07405,-0.08271,-0.04623,-0.05979,-0.06465,-0.07493,-0.05854,-0.06194,-0.08391,-0.03013,-0.06039
"189",-0.12387,-0.11812,-0.13218,-0.10543,-0.08357,-0.10696,-0.14738,-0.10525,-0.11424,-0.13414,-0.067,-0.10205
"190",0.14767,0.14358,0.15587,0.16533,0.09577,0.13907,0.17831,0.16021,0.15524,0.15066,0.09581,0.13715
"191",-0.00882,-0.00557,-0.00525,0.01146,0.00436,-0.01196,0.00934,0.0146,-0.00656,-0.00982,0.0107,0.01284
"192",-0.02704,-0.02289,-0.03212,0.012,-0.00556,-0.00412,-0.00835,-0.01223,-0.04408,-0.00292,0.02,0.00642
"193",0.07,0.06771,0.09149,0.05603,0.04084,0.06035,0.0892,0.06109,0.09872,0.05511,0.0447,0.06209
"194",0.05181,0.02405,0.01449,0.02072,0.03142,0.03534,0.02376,0.02744,0.01868,0.04024,0.04036,0.03409
"195",0.01312,0.0061,0.0175,0.02244,0.0113,-0.00041,0.03585,0.03978,-0.00937,0.00691,0.02796,0.01736
"196",-0.02228,-0.02417,0.00449,-0.00116,-0.00611,-0.01551,-0.00857,-0.00448,-0.02234,-0.00808,0.00508,-0.00466
"197",-0.08633,-0.09631,-0.07898,-0.06283,-0.05983,-0.07745,-0.09392,-0.06619,-0.07329,-0.08066,-0.03879,-0.0563
"198",0.03254,0.04695,0.03848,0.02499,0.04541,0.04693,0.03073,0.0293,0.04444,0.0206,0.03547,0.02622
"199",-0.02179,-0.01914,0.00068,0.000239999999999999,-0.02438,-0.01404,0.000949999999999998,7.99999999999988e-05,-0.02385,0.01094,0.0136,0.00891
"200",0.05115,0.02874,0.01434,0.03146,0.04467,0.03325,0.03832,0.02246,0.04851,0.02539,0.00867,0.02267
"201",0.03775,0.04807,0.0345,0.02042,0.05233,0.04964,0.03218,0.02609,0.0517,0.0317,0.02116,0.01891
"202",-0.02774,0.01387,0.01497,-0.00485,-0.00157,-0.01094,-0.00228,-0.01196,-0.01404,0.01878,-0.01092,0.00726
"203",0.00824,-0.00189,0.02364,0.02314,-0.01291,-0.00383,0.00529,0.0188,-0.01295,0.00869,0.01357,0.01562
"204",0.01355,0.03965,0.03037,0.03026,0.00956,0.02289,0.03728,0.03145,0.04031,0.01187,-0.00886,0.02503
